cf_id,company_name,blurb,goal,pledged,outcome,backers_count,country,currency,launched_at,deadline,staff_pick,spotlight,category & sub-category,category,subcategory,category_id,subcategory_id
2991,Martin-Marshall,Configurable demand-driven matrix,9600,6401,failed,108,IT,EUR,12/19/2020,10/6/2021,FALSE,TRUE,food/food trucks,food,food trucks,cat01,scat01
1359,Summers PLC,Cross-group coherent hierarchy,6600,1269,failed,30,US,USD,7/31/2020,3/22/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
341,"Young, Hart and Ryan",Decentralized demand-driven open system,5700,903,failed,17,US,USD,7/29/2021,9/25/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
2365,Mills Group,Advanced empowering matrix,8400,3251,canceled,64,US,USD,3/24/2020,2/22/2021,FALSE,FALSE,technology/web,technology,web,cat03,scat03
358,Sandoval-Powell,Phased holistic implementation,84400,8092,failed,80,US,USD,5/9/2021,8/3/2021,FALSE,FALSE,publishing/fiction,publishing,fiction,cat06,scat014
583,"Mills, Frazier and Perez",Proactive attitude-oriented knowledge user,170400,160422,failed,2468,US,USD,5/30/2021,9/9/2021,FALSE,FALSE,film & video/shorts,film & video,shorts,cat05,scat013
1373,Hebert Group,Visionary asymmetric Graphical User Interface,117900,196377,successful,5168,US,USD,3/18/2021,3/22/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2665,"Cole, Smith and Wood",Integrated zero-defect help-desk,8900,2148,failed,26,GB,GBP,5/3/2021,1/25/2022,FALSE,FALSE,film & video/documentary,film & video,documentary,cat05,scat05
2500,"Harris, Hall and Harris",Inverse analyzing matrices,7100,11648,successful,307,US,USD,4/18/2021,8/28/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
921,Saunders Group,Programmable systemic implementation,6500,5897,failed,73,US,USD,5/31/2020,1/31/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
135,"Pham, Avila and Nash",Multi-channeled next generation architecture,7200,3326,failed,128,US,USD,5/27/2020,4/14/2021,FALSE,FALSE,film & video/animation,film & video,animation,cat05,scat011
2413,"Patterson, Salinas and Lucas",Digitized 3rdgeneration encoding,2600,1002,failed,33,US,USD,4/10/2020,4/15/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
3004,Young PLC,Innovative well-modulated functionalities,98700,131826,successful,2441,US,USD,9/1/2020,5/3/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
1911,Willis and Sons,Fundamental incremental database,93800,21477,live,211,US,USD,4/6/2021,6/16/2021,FALSE,FALSE,games/video games,games,video games,cat07,scat012
2726,Thompson-Bates,Expanded encompassing open architecture,33700,62330,successful,1385,GB,GBP,1/5/2021,4/18/2021,FALSE,FALSE,film & video/documentary,film & video,documentary,cat05,scat05
2049,Rose-Silva,Intuitive static portal,3300,14643,successful,190,US,USD,1/30/2021,6/25/2021,FALSE,FALSE,food/food trucks,food,food trucks,cat01,scat01
1732,"Pacheco, Johnson and Torres",Optional bandwidth-monitored definition,20700,41396,successful,470,US,USD,7/30/2020,3/22/2021,FALSE,FALSE,technology/wearables,technology,wearables,cat03,scat09
1174,"Carlson, Dixon and Jones",Persistent well-modulated synergy,9600,11900,successful,253,US,USD,10/28/2020,5/2/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1194,Mcgee Group,Assimilated discrete algorithm,66200,123538,successful,1113,US,USD,6/27/2020,5/4/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
3176,Jordan-Acosta,Operative uniform hub,173800,198628,successful,2283,US,USD,2/27/2020,2/12/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
642,Nunez Inc,Customizable intangible capability,70700,68602,failed,1072,US,USD,11/6/2020,7/21/2021,FALSE,TRUE,music/rock,music,rock,cat02,scat02
34,Hayden Ltd,Innovative didactic analyzer,94500,116064,successful,1095,US,USD,6/17/2020,7/8/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
217,Gonzalez-Burton,Decentralized intangible encoding,69800,125042,successful,1690,US,USD,12/20/2020,4/27/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1693,"Lewis, Taylor and Rivers",Front-line transitional algorithm,136300,108974,canceled,1297,CA,CAD,2/7/2021,2/10/2022,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2333,"Butler, Henry and Espinoza",Switchable didactic matrices,37100,34964,failed,393,US,USD,4/3/2021,12/23/2021,FALSE,FALSE,photography/photography books,photography,photography books,cat08,scat015
80,Guzman Group,Ameliorated disintermediate utilization,114300,96777,failed,1257,US,USD,2/10/2021,9/22/2021,FALSE,FALSE,music/indie rock,music,indie rock,cat02,scat08
2847,Gibson-Hernandez,Visionary foreground middleware,47900,31864,failed,328,US,USD,2/17/2021,6/9/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
3104,Spencer-Weber,Optional zero-defect task-force,9000,4853,failed,147,US,USD,12/5/2020,7/13/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
980,"Berger, Johnson and Marshall",Devolved exuding emulation,197600,82959,failed,830,US,USD,12/12/2020,6/18/2021,FALSE,FALSE,games/video games,games,video games,cat07,scat012
476,"Taylor, Cisneros and Romero",Open-source neutral task-force,157600,23159,failed,331,GB,GBP,4/6/2021,8/9/2021,FALSE,FALSE,film & video/drama,film & video,drama,cat05,scat07
116,Little-Marsh,Virtual attitude-oriented migration,8000,2758,failed,25,US,USD,10/7/2021,12/28/2021,FALSE,TRUE,music/indie rock,music,indie rock,cat02,scat08
2900,Petersen and Sons,Open-source full-range portal,900,12607,successful,191,US,USD,5/3/2021,2/13/2022,FALSE,FALSE,technology/web,technology,web,cat03,scat03
553,Hensley Ltd,Versatile cohesive open system,199000,142823,failed,3483,US,USD,7/27/2021,11/21/2021,FALSE,FALSE,food/food trucks,food,food trucks,cat01,scat01
2834,Navarro and Sons,Multi-layered bottom-line frame,180800,95958,failed,923,US,USD,5/27/2021,6/1/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2314,Shannon Ltd,Pre-emptive neutral capacity,100,5,failed,1,US,USD,1/19/2021,7/25/2021,FALSE,TRUE,music/jazz,music,jazz,cat02,scat018
2005,Young LLC,Universal maximized methodology,74100,94631,successful,2013,US,USD,9/12/2021,10/5/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
2514,"Adams, Willis and Sanchez",Expanded hybrid hardware,2800,977,failed,33,CA,CAD,4/25/2021,7/5/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
702,Mills-Roy,Profit-focused multi-tasking access,33600,137961,successful,1703,US,USD,7/25/2020,4/16/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
42,Brown Group,Profit-focused transitional capability,6100,7548,successful,80,DK,DKK,11/22/2020,4/6/2021,FALSE,FALSE,film & video/documentary,film & video,documentary,cat05,scat05
948,Burns-Burnett,Front-line scalable definition,3800,2241,live,86,US,USD,8/28/2020,5/19/2021,FALSE,FALSE,technology/wearables,technology,wearables,cat03,scat09
2926,"Glass, Nunez and Mcdonald",Open-source systematic protocol,9300,3431,failed,40,IT,EUR,10/12/2021,1/18/2022,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1971,"Perez, Davis and Wilson",Implemented tangible algorithm,2300,4253,successful,41,US,USD,10/20/2020,8/25/2021,FALSE,FALSE,games/video games,games,video games,cat07,scat012
748,Diaz-Garcia,Profit-focused 3rdgeneration circuit,9700,1146,failed,23,CA,CAD,3/5/2021,3/14/2021,TRUE,FALSE,photography/photography books,photography,photography books,cat08,scat015
684,Salazar-Moon,Compatible needs-based architecture,4000,11948,successful,187,US,USD,9/3/2020,7/16/2021,FALSE,FALSE,film & video/animation,film & video,animation,cat05,scat011
385,Larsen-Chung,Right-sized zero tolerance migration,59700,135132,successful,2875,GB,GBP,12/28/2020,12/26/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
3007,Anderson and Sons,Quality-focused reciprocal structure,5500,9546,successful,88,US,USD,3/7/2021,5/28/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2612,Lawrence Group,Automated actuating conglomeration,3700,13755,successful,191,US,USD,4/23/2021,1/26/2022,FALSE,FALSE,music/rock,music,rock,cat02,scat02
807,Gray-Davis,Re-contextualized local initiative,5200,8330,successful,139,US,USD,3/12/2021,10/7/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
2087,Ramirez-Myers,Switchable intangible definition,900,14547,successful,186,US,USD,11/25/2020,10/16/2021,FALSE,FALSE,music/indie rock,music,indie rock,cat02,scat08
53,"Lucas, Hall and Bonilla",Networked bottom-line initiative,1600,11735,successful,112,AU,AUD,7/24/2021,9/11/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2944,"Williams, Perez and Villegas",Robust directional system engine,1800,10658,successful,101,US,USD,1/25/2021,7/21/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
2963,"Brooks, Jones and Ingram",Triple-buffered explicit methodology,9900,1870,failed,75,US,USD,5/12/2021,1/18/2022,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
2976,"Whitaker, Wallace and Daniels",Reactive directional capacity,5200,14394,successful,206,GB,GBP,7/5/2021,10/15/2021,FALSE,TRUE,film & video/documentary,film & video,documentary,cat05,scat05
3051,Smith-Gonzalez,Polarized needs-based approach,5400,14743,successful,154,US,USD,3/30/2021,6/2/2021,FALSE,TRUE,film & video/television,film & video,television,cat05,scat020
2777,Skinner PLC,Intuitive well-modulated middleware,112300,178965,successful,5966,US,USD,7/1/2021,8/19/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
3064,"Nolan, Smith and Sanchez",Multi-channeled logistical matrices,189200,128410,failed,2176,US,USD,10/19/2021,10/24/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
56,Green-Carr,Pre-emptive bifurcated artificial intelligence,900,14324,successful,169,US,USD,5/15/2021,12/2/2021,FALSE,TRUE,film & video/documentary,film & video,documentary,cat05,scat05
763,Brown-Parker,Down-sized coherent toolset,22500,164291,successful,2106,US,USD,1/23/2021,6/25/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
896,Marshall Inc,Open-source multi-tasking data-warehouse,167400,22073,failed,441,US,USD,3/10/2021,4/6/2021,FALSE,TRUE,film & video/documentary,film & video,documentary,cat05,scat05
1409,Leblanc-Pineda,Future-proofed upward-trending contingency,2700,1479,failed,25,US,USD,8/13/2021,11/21/2021,FALSE,FALSE,music/indie rock,music,indie rock,cat02,scat08
2889,Perry PLC,Mandatory uniform matrix,3400,12275,successful,131,US,USD,6/23/2020,5/10/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
2338,"Klein, Stark and Livingston",Phased methodical initiative,49700,5098,failed,127,US,USD,1/17/2021,12/9/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2905,Fleming-Oliver,Managed stable function,178200,24882,failed,355,US,USD,2/10/2021,7/26/2021,FALSE,FALSE,film & video/documentary,film & video,documentary,cat05,scat05
1779,"Reilly, Aguirre and Johnson",Realigned clear-thinking migration,7200,2912,failed,44,GB,GBP,7/18/2020,1/31/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2291,"Davidson, Wilcox and Lewis",Optional clear-thinking process improvement,2500,4008,successful,84,US,USD,12/26/2020,4/4/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
3192,"Michael, Anderson and Vincent",Cross-group global moratorium,5300,9749,successful,155,US,USD,12/8/2020,9/5/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1696,King Ltd,Visionary systemic process improvement,9100,5803,failed,67,US,USD,3/29/2021,6/11/2021,FALSE,FALSE,photography/photography books,photography,photography books,cat08,scat015
1559,Baker Ltd,Progressive intangible flexibility,6300,14199,successful,189,US,USD,4/18/2021,12/22/2021,FALSE,TRUE,food/food trucks,food,food trucks,cat01,scat01
1405,"Baker, Collins and Smith",Reactive real-time software,114400,196779,successful,4799,US,USD,9/13/2021,12/16/2021,TRUE,TRUE,film & video/documentary,film & video,documentary,cat05,scat05
521,Warren-Harrison,Programmable incremental knowledge user,38900,56859,successful,1137,US,USD,4/20/2020,1/21/2021,FALSE,FALSE,publishing/nonfiction,publishing,nonfiction,cat06,scat010
1625,Gardner Group,Progressive 5thgeneration customer loyalty,135500,103554,failed,1068,US,USD,6/20/2021,11/12/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2808,Flores-Lambert,Triple-buffered logistical frame,109000,42795,failed,424,US,USD,7/18/2021,10/5/2021,FALSE,FALSE,technology/wearables,technology,wearables,cat03,scat09
764,Cruz Ltd,Exclusive dynamic adapter,114800,12938,canceled,145,CH,CHF,6/26/2020,3/9/2021,FALSE,FALSE,music/indie rock,music,indie rock,cat02,scat08
834,Knox-Garner,Automated systemic hierarchy,83000,101352,successful,1152,US,USD,1/19/2021,8/26/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2793,Davis-Allen,Digitized eco-centric core,2400,4477,successful,50,US,USD,9/19/2020,5/17/2021,FALSE,FALSE,photography/photography books,photography,photography books,cat08,scat015
2901,Miller-Patel,Mandatory uniform strategy,60400,4393,failed,151,US,USD,11/21/2021,12/19/2021,FALSE,FALSE,publishing/nonfiction,publishing,nonfiction,cat06,scat010
2141,Hernandez-Grimes,Profit-focused zero administration forecast,102900,67546,failed,1608,US,USD,1/7/2021,5/8/2021,FALSE,FALSE,technology/wearables,technology,wearables,cat03,scat09
308,"Owens, Hall and Gonzalez",De-engineered static orchestration,62800,143788,successful,3059,CA,CAD,11/19/2020,8/28/2021,FALSE,FALSE,music/jazz,music,jazz,cat02,scat018
705,Noble-Bailey,Customizable dynamic info-mediaries,800,3755,successful,34,US,USD,6/26/2020,4/21/2021,FALSE,TRUE,film & video/documentary,film & video,documentary,cat05,scat05
1670,Taylor PLC,Enhanced incremental budgetary management,7100,9238,successful,220,US,USD,5/21/2020,2/20/2021,TRUE,FALSE,theater/plays,theater,plays,cat04,scat04
1159,Holmes PLC,Digitized local info-mediaries,46100,77012,successful,1604,AU,AUD,8/11/2020,9/7/2021,FALSE,FALSE,film & video/drama,film & video,drama,cat05,scat07
2592,Jones-Martin,Virtual systematic monitoring,8100,14083,successful,454,US,USD,9/21/2020,2/11/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
1195,Myers LLC,Reactive bottom-line open architecture,1700,12202,successful,123,IT,EUR,7/1/2020,4/6/2021,FALSE,TRUE,film & video/animation,film & video,animation,cat05,scat011
1635,"Acosta, Mullins and Morris",Pre-emptive interactive model,97300,62127,failed,941,US,USD,5/28/2021,7/1/2021,FALSE,FALSE,music/indie rock,music,indie rock,cat02,scat08
2432,Bell PLC,Ergonomic eco-centric open architecture,100,2,failed,1,US,USD,10/7/2021,11/25/2021,FALSE,TRUE,photography/photography books,photography,photography books,cat08,scat015
109,Smith-Schmidt,Inverse radical hierarchy,900,13772,successful,299,US,USD,2/5/2021,8/8/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1509,"Ruiz, Richardson and Cole",Team-oriented static interface,7300,2946,failed,40,US,USD,10/28/2020,4/20/2021,FALSE,TRUE,film & video/shorts,film & video,shorts,cat05,scat013
1285,Leonard-Mcclain,Virtual foreground throughput,195800,168820,failed,3015,CA,CAD,4/16/2021,8/22/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
500,Bailey-Boyer,Visionary exuding Internet solution,48900,154321,successful,2237,US,USD,4/7/2021,12/19/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2835,Lee LLC,Synchronized secondary analyzer,29600,26527,failed,435,US,USD,3/26/2021,8/24/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1533,Lyons Inc,Balanced attitude-oriented parallelism,39300,71583,successful,645,US,USD,3/3/2020,3/10/2021,TRUE,FALSE,film & video/documentary,film & video,documentary,cat05,scat05
2445,Herrera-Wilson,Organized bandwidth-monitored core,3400,12100,successful,484,DK,DKK,5/3/2021,8/29/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2906,"Mahoney, Adams and Lucas",Cloned leadingedge utilization,9200,12129,successful,154,CA,CAD,5/4/2020,4/29/2021,FALSE,FALSE,film & video/documentary,film & video,documentary,cat05,scat05
1237,Stewart LLC,Secured asymmetric projection,135600,62804,failed,714,US,USD,2/11/2021,5/9/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
1572,Mcmillan Group,Advanced cohesive Graphic Interface,153700,55536,live,1111,US,USD,3/22/2021,12/29/2021,FALSE,FALSE,games/mobile games,games,mobile games,cat07,scat021
254,"Beck, Thompson and Martinez",Down-sized maximized function,7800,8161,successful,82,US,USD,3/21/2021,6/6/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
576,Rodriguez-Scott,Realigned zero tolerance software,2100,14046,successful,134,US,USD,10/14/2020,1/17/2021,FALSE,FALSE,publishing/fiction,publishing,fiction,cat06,scat014
563,Rush-Bowers,Persevering analyzing extranet,189500,117628,live,1089,US,USD,4/12/2021,12/26/2021,FALSE,FALSE,film & video/animation,film & video,animation,cat05,scat011
2201,Davis and Sons,Innovative human-resource migration,188200,159405,failed,5497,US,USD,5/1/2021,8/28/2021,FALSE,TRUE,food/food trucks,food,food trucks,cat01,scat01
1339,Anderson-Pham,Intuitive needs-based monitoring,113500,12552,failed,418,US,USD,2/1/2021,10/8/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
197,Stewart-Coleman,Customer-focused disintermediate toolset,134600,59007,failed,1439,US,USD,1/15/2021,3/9/2021,FALSE,TRUE,film & video/documentary,film & video,documentary,cat05,scat05
2035,"Bradshaw, Smith and Ryan",Upgradable 24/7 emulation,1700,943,failed,15,US,USD,5/9/2021,6/26/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1739,Jackson PLC,Quality-focused client-server core,163700,93963,failed,1999,CA,CAD,12/9/2020,4/7/2021,FALSE,FALSE,film & video/documentary,film & video,documentary,cat05,scat05
2352,Ware-Arias,Upgradable maximized protocol,113800,140469,successful,5203,US,USD,4/28/2021,12/10/2021,FALSE,FALSE,technology/web,technology,web,cat03,scat03
691,"Blair, Reyes and Woods",Cross-platform interactive synergy,5000,6423,successful,94,US,USD,8/8/2021,9/1/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
298,Thomas-Lopez,User-centric fault-tolerant archive,9400,6015,failed,118,US,USD,12/24/2020,3/18/2021,FALSE,TRUE,technology/wearables,technology,wearables,cat03,scat09
206,"Brown, Davies and Pacheco",Reverse-engineered regional knowledge user,8700,11075,successful,205,US,USD,9/27/2020,3/15/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
1003,Jones-Riddle,Self-enabling real-time definition,147800,15723,failed,162,US,USD,10/19/2020,7/20/2021,FALSE,TRUE,food/food trucks,food,food trucks,cat01,scat01
1653,Schmidt-Gomez,User-centric impactful projection,5100,2064,failed,83,US,USD,6/2/2021,9/4/2021,FALSE,FALSE,music/indie rock,music,indie rock,cat02,scat08
1549,"Sullivan, Davis and Booth",Vision-oriented actuating hardware,2700,7767,successful,92,US,USD,3/21/2021,9/25/2021,FALSE,FALSE,photography/photography books,photography,photography books,cat08,scat015
1026,Edwards-Kane,Virtual leadingedge framework,1800,10313,successful,219,US,USD,11/8/2020,11/13/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2523,"Hicks, Wall and Webb",Managed discrete framework,174500,197018,successful,2526,US,USD,4/8/2020,4/15/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
1620,Mayer-Richmond,Progressive zero-defect capability,101400,47037,failed,747,US,USD,6/2/2021,6/30/2021,FALSE,FALSE,film & video/animation,film & video,animation,cat05,scat011
2594,Robles Ltd,Right-sized demand-driven adapter,191000,173191,canceled,2138,US,USD,2/19/2021,6/13/2021,FALSE,TRUE,photography/photography books,photography,photography books,cat08,scat015
539,Cochran Ltd,Re-engineered attitude-oriented frame,8100,5487,failed,84,US,USD,4/17/2021,11/3/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
687,Rosales LLC,Compatible multimedia utilization,5100,9817,successful,94,US,USD,11/7/2020,9/6/2021,TRUE,FALSE,theater/plays,theater,plays,cat04,scat04
2302,Harper-Bryan,Re-contextualized dedicated hardware,7700,6369,failed,91,US,USD,4/9/2020,3/11/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
694,"Potter, Harper and Everett",Decentralized composite paradigm,121400,65755,failed,792,US,USD,6/12/2020,7/9/2021,FALSE,TRUE,film & video/documentary,film & video,documentary,cat05,scat05
3123,Floyd-Sims,Cloned transitional hierarchy,5400,903,canceled,10,CA,CAD,7/4/2020,2/11/2021,TRUE,FALSE,theater/plays,theater,plays,cat04,scat04
2576,"Spence, Jackson and Kelly",Advanced discrete leverage,152400,178120,successful,1713,IT,EUR,8/26/2020,8/19/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
2349,King-Nguyen,Open-source incremental throughput,1300,13678,successful,249,US,USD,6/25/2021,10/1/2021,FALSE,FALSE,music/jazz,music,jazz,cat02,scat018
516,Hansen Group,Centralized regional interface,8100,9969,successful,192,US,USD,5/21/2020,5/10/2021,FALSE,TRUE,film & video/animation,film & video,animation,cat05,scat011
290,"Mathis, Hall and Hansen",Streamlined web-enabled knowledgebase,8300,14827,successful,247,US,USD,3/29/2021,1/21/2022,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1691,Cummings Inc,Digitized transitional monitoring,28400,100900,successful,2293,US,USD,9/22/2020,7/9/2021,FALSE,FALSE,film & video/science fiction,film & video,science fiction,cat05,scat023
1689,Miller-Poole,Networked optimal adapter,102500,165954,successful,3131,US,USD,11/4/2020,3/8/2021,FALSE,FALSE,film & video/television,film & video,television,cat05,scat020
2403,Rodriguez-West,Automated optimal function,7000,1744,failed,32,US,USD,9/24/2020,4/9/2021,FALSE,FALSE,technology/wearables,technology,wearables,cat03,scat09
3203,"Calderon, Bradford and Dean",Devolved system-worthy framework,5400,10731,successful,143,IT,EUR,3/17/2021,8/26/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2113,Clark-Bowman,Stand-alone user-facing service-desk,9300,3232,canceled,90,US,USD,11/15/2020,2/14/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
3158,Hensley Ltd,Versatile global attitude,6200,10938,successful,296,US,USD,10/28/2020,2/27/2021,FALSE,TRUE,music/indie rock,music,indie rock,cat02,scat08
348,Anderson-Pearson,Intuitive demand-driven Local Area Network,2100,10739,successful,170,US,USD,9/11/2020,3/12/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
1136,"Martin, Martin and Solis",Assimilated uniform methodology,6800,5579,failed,186,US,USD,5/11/2020,3/29/2021,FALSE,FALSE,technology/wearables,technology,wearables,cat03,scat09
956,Harrington-Harper,Self-enabling next generation algorithm,155200,37754,canceled,439,GB,GBP,8/13/2020,6/11/2021,FALSE,FALSE,film & video/television,film & video,television,cat05,scat020
2393,Price and Sons,Object-based demand-driven strategy,89900,45384,failed,605,US,USD,10/9/2021,11/29/2021,FALSE,TRUE,games/video games,games,video games,cat07,scat012
3208,Cuevas-Morales,Public-key coherent ability,900,8703,successful,86,DK,DKK,11/2/2020,4/7/2021,FALSE,FALSE,games/video games,games,video games,cat07,scat012
2530,Delgado-Hatfield,Up-sized composite success,100,4,failed,1,CA,CAD,12/14/2020,7/6/2021,FALSE,FALSE,film & video/animation,film & video,animation,cat05,scat011
305,Padilla-Porter,Innovative exuding matrix,148400,182302,successful,6286,US,USD,12/31/2020,8/20/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
1383,Morris Group,Realigned impactful artificial intelligence,4800,3045,failed,31,US,USD,2/14/2021,5/9/2021,FALSE,FALSE,film & video/drama,film & video,drama,cat05,scat07
783,Saunders Ltd,Multi-layered multi-tasking secured line,182400,102749,failed,1181,US,USD,5/20/2020,3/6/2021,FALSE,FALSE,film & video/science fiction,film & video,science fiction,cat05,scat023
47,Woods Inc,Upgradable upward-trending portal,4000,1763,failed,39,US,USD,11/17/2021,12/9/2021,FALSE,TRUE,film & video/drama,film & video,drama,cat05,scat07
3157,"Villanueva, Wright and Richardson",Profit-focused global product,116500,137904,successful,3727,US,USD,10/14/2020,10/6/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1646,"Wilson, Brooks and Clark",Operative well-modulated data-warehouse,146400,152438,successful,1605,US,USD,11/14/2021,12/14/2021,FALSE,TRUE,music/indie rock,music,indie rock,cat02,scat08
1729,"Sheppard, Smith and Spence",Cloned asymmetric functionalities,5000,1332,failed,46,US,USD,5/20/2021,10/3/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2964,"Wise, Thompson and Allen",Pre-emptive neutral portal,33800,118706,successful,2120,US,USD,1/16/2021,8/8/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
675,"Lane, Ryan and Chapman",Switchable demand-driven help-desk,6300,5674,failed,105,US,USD,2/22/2021,4/1/2021,FALSE,FALSE,film & video/documentary,film & video,documentary,cat05,scat05
790,"Rich, Alvarez and King",Business-focused static ability,2400,4119,successful,50,US,USD,2/26/2021,8/10/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1103,Terry-Salinas,Networked secondary structure,98800,139354,successful,2080,US,USD,3/21/2020,5/13/2021,FALSE,FALSE,film & video/drama,film & video,drama,cat05,scat07
969,Wang-Rodriguez,Total multimedia website,188800,57734,failed,535,US,USD,10/13/2021,11/2/2021,FALSE,FALSE,games/mobile games,games,mobile games,cat07,scat021
1634,Mckee-Hill,Cross-platform upward-trending parallelism,134300,145265,successful,2105,US,USD,3/28/2020,3/8/2021,FALSE,FALSE,film & video/animation,film & video,animation,cat05,scat011
2279,Gomez LLC,Pre-emptive mission-critical hardware,71200,95020,successful,2436,US,USD,9/21/2020,2/26/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
387,Gonzalez-Robbins,Up-sized responsive protocol,4700,8829,successful,80,US,USD,4/9/2021,2/18/2022,FALSE,FALSE,publishing/translations,publishing,translations,cat06,scat019
586,Obrien and Sons,Pre-emptive transitional frame,1200,3984,successful,42,US,USD,4/16/2021,8/18/2021,FALSE,TRUE,technology/wearables,technology,wearables,cat03,scat09
1145,Shaw Ltd,Profit-focused content-based application,1400,8053,successful,139,CA,CAD,6/5/2021,8/3/2021,FALSE,TRUE,technology/web,technology,web,cat03,scat03
2776,Hughes Inc,Streamlined neutral analyzer,4000,1620,failed,16,US,USD,1/17/2021,1/30/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2099,Olsen-Ryan,Assimilated neutral utilization,5600,10328,successful,159,US,USD,7/13/2020,5/4/2021,FALSE,FALSE,film & video/drama,film & video,drama,cat05,scat07
470,"Grimes, Holland and Sloan",Extended dedicated archive,3600,10289,successful,381,US,USD,4/16/2021,10/13/2021,FALSE,FALSE,technology/wearables,technology,wearables,cat03,scat09
343,Perry and Sons,Configurable static help-desk,3100,9889,successful,194,GB,GBP,3/4/2021,1/1/2022,FALSE,TRUE,food/food trucks,food,food trucks,cat01,scat01
2090,"Turner, Young and Collins",Self-enabling clear-thinking framework,153800,60342,failed,575,US,USD,10/28/2020,2/27/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
1401,Richardson Inc,Assimilated fault-tolerant capacity,5000,8907,successful,106,US,USD,2/21/2021,8/15/2021,FALSE,FALSE,music/electric music,music,electric music,cat02,scat06
596,Santos-Young,Enhanced neutral ability,4000,14606,successful,142,US,USD,2/3/2021,7/14/2021,FALSE,FALSE,film & video/television,film & video,television,cat05,scat020
